,회사ID,연매출액,월별_연금보험료,월별_직원수,년월,연매출액_변화량,월별_직원수_변화량
15690,420092,210406210,94584880,245,201809,0,-2
78056,420092,210406210,94673160,246,201810,0,1
91173,420092,210406210,95644800,248,201811,0,2
40407,420092,210406210,94802120,247,201812,0,-1
65337,4926,3362920,11375780,41,201801,0,0
18653,4926,3362920,11687620,43,201802,0,2
75388,4926,3362920,11271820,42,201803,0,-1
5093,4926,3362920,11104880,41,201804,0,-1
17475,4926,3362920,10344300,38,201805,0,-3
6069,4926,3362920,10344300,38,201806,0,0
82912,4926,3362920,11217640,36,201807,0,-2
67905,4926,3362920,10658840,34,201808,0,-2
34033,4926,3362920,11087320,36,201809,0,2
3558,4926,3362920,10859900,35,201810,0,-1
47480,4926,3362920,10300820,34,201811,0,-1
17964,4926,3362920,10660820,36,201812,0,2
65542,472051,1418226,2267500,17,201801,0,0
21202,472051,1418226,1986900,15,201802,0,-2
40214,472051,1418226,1986900,15,201803,0,0
63719,472051,1418226,1405260,11,201804,0,-4
28449,472051,1418226,1829500,14,201805,0,3
6700,472051,1418226,2455800,18,201806,0,4
30823,472051,1418226,3031980,20,201807,0,2
30888,472051,1418226,3261000,22,201808,0,2
64145,472051,1418226,3331740,23,201809,0,1
31855,472051,1418226,3147420,22,201810,0,-1
88977,472051,1418226,2952940,20,201811,0,-2
91899,472051,1418226,2622120,19,201812,0,-1
7168,478831,2089202,1688560,6,201801,0,0
21564,478831,2089202,1688560,6,201802,0,0
30630,478831,2089202,1531960,5,201803,0,-1
77877,478831,2089202,1618280,5,201804,0,0
2853,478831,2089202,1902680,7,201805,0,2
79280,478831,2089202,2258180,9,201806,0,2
40351,478831,2089202,2457340,10,201807,0,1
64880,478831,2089202,2457340,10,201808,0,0
95015,478831,2089202,2457340,10,201809,0,0
28,478831,2089202,2457340,10,201810,0,0
71759,478831,2089202,2457340,10,201811,0,0
77020,478831,2089202,2457340,10,201812,0,0
20661,171836,4946183,2533580,11,201801,0,0
73420,171836,4946183,2533580,11,201802,0,0
20352,171836,4946183,3069160,13,201803,0,2
92950,171836,4946183,2394160,10,201804,0,-3
68220,171836,4946183,2394160,10,201805,0,0
27169,171836,4946183,2394160,10,201806,0,0
28064,171836,4946183,2794540,11,201807,0,1
91618,171836,4946183,3064540,12,201808,0,1
34824,171836,4946183,3064540,12,201809,0,0
24170,171836,4946183,2882380,11,201810,0,-1
48719,171836,4946183,3107380,12,201811,0,1
15861,171836,4946183,2896340,11,201812,0,-1
23850,268512,5365789,1775420,5,201801,0,0
28253,268512,5365789,1775420,5,201802,0,0
16636,268512,5365789,1775420,5,201803,0,0
4532,268512,5365789,1775420,5,201804,0,0
90084,268512,5365789,1775420,5,201805,0,0
78427,268512,5365789,1775420,5,201806,0,0
20595,268512,5365789,1801060,5,201807,0,0
75366,268512,5365789,1801060,5,201808,0,0
10025,268512,5365789,1801060,5,201809,0,0
81950,268512,5365789,2077800,6,201810,0,1
30948,268512,5365789,2307300,7,201811,0,1
29646,268512,5365789,2030560,6,201812,0,-1
45094,421450,9600000,11132440,31,201801,0,0
18154,421450,9600000,10728340,30,201802,0,-1
67121,421450,9600000,10728340,30,201803,0,0
91531,421450,9600000,10324240,29,201804,0,-1
45298,421450,9600000,10728340,30,201805,0,1
71421,421450,9600000,10728340,30,201806,0,0
816,421450,9600000,10567200,29,201807,0,-1
61588,421450,9600000,10988400,30,201808,0,1
81261,421450,9600000,10567200,29,201809,0,-1
97664,421450,9600000,10567200,29,201810,0,0
90550,421450,9600000,10988400,30,201811,0,1
44602,421450,9600000,10988400,30,201812,0,0
45123,298093,2917549,8466580,44,201801,0,0
15608,298093,2917549,8466580,44,201802,0,0
78191,298093,2917549,8466580,44,201803,0,0
39153,298093,2917549,8333120,44,201804,0,0
50054,298093,2917549,7133520,38,201805,0,-6
42591,298093,2917549,7925520,42,201806,0,4
33818,298093,2917549,8056900,42,201807,0,0
5935,298093,2917549,7724720,40,201808,0,-2
69451,298093,2917549,6545120,34,201809,0,-6
12869,298093,2917549,5898380,31,201810,0,-3
21355,298093,2917549,3940320,20,201811,0,-11
69249,298093,2917549,3940320,20,201812,0,0
45136,250701,3194346,2314140,10,201801,0,0
44959,250701,3194346,1797900,7,201802,0,-3
57475,250701,3194346,1797900,7,201803,0,0
24822,250701,3194346,2193900,9,201804,0,2
89050,250701,3194346,2080500,8,201805,0,-1
57377,250701,3194346,2080500,8,201806,0,0
45271,250701,3194346,1801600,7,201807,0,-1
57734,250701,3194346,1677400,6,201808,0,-1
14016,250701,3194346,1677400,6,201809,0,0
10634,250701,3194346,1677400,6,201810,0,0
34567,250701,3194346,1830400,7,201811,0,1
32867,250701,3194346,1677400,6,201812,0,-1
45139,296548,20080534,9843380,60,201801,0,0
92645,296548,20080534,9920540,61,201802,0,1
18449,296548,20080534,9699880,59,201803,0,-2
11071,296548,20080534,9948280,60,201804,0,1
24552,296548,20080534,8365560,50,201805,0,-10
58086,296548,20080534,8050560,48,201806,0,-2
61264,296548,20080534,9248340,51,201807,0,3
24173,296548,20080534,9214140,51,201808,0,0
15825,296548,20080534,9884920,53,201809,0,2
94867,296548,20080534,10315120,56,201810,0,3
83700,296548,20080534,10047380,54,201811,0,-2
90961,296548,20080534,10542380,57,201812,0,3
47484,385197,1296384,3320980,17,201801,0,0
24745,385197,1296384,3419980,18,201802,0,1
70725,385197,1296384,3419980,18,201803,0,0
75085,385197,1296384,3572980,19,201804,0,1
4902,385197,1296384,3428980,18,201805,0,-1
58210,385197,1296384,3734980,20,201806,0,2
88606,385197,1296384,4230020,20,201807,0,0
86840,385197,1296384,4044980,19,201808,0,-1
99436,385197,1296384,4044980,19,201809,0,0
89572,385197,1296384,4044980,19,201810,0,0
62557,385197,1296384,3975500,19,201811,0,0
62379,385197,1296384,4128500,20,201812,0,1
84124,391628,822452,417840,4,201801,0,0
78035,391628,822452,579840,5,201802,0,1
45840,391628,822452,579840,5,201803,0,0
27172,391628,822452,460420,4,201804,0,-1
27368,391628,822452,460420,4,201805,0,0
9080,391628,822452,460420,4,201806,0,0
89189,391628,822452,460980,4,201807,0,0
8503,391628,822452,613980,5,201808,0,1
39346,391628,822452,730980,6,201809,0,1
56425,391628,822452,730980,6,201810,0,0
15984,391628,822452,892980,7,201811,0,1
28108,391628,822452,775980,6,201812,0,-1
63838,532360,545884,575360,3,201801,0,0
61956,532360,545884,575360,3,201802,0,0
74229,532360,545884,575360,3,201803,0,0
38335,532360,545884,575360,3,201804,0,0
3280,532360,545884,575360,3,201805,0,0
46991,532360,545884,575360,3,201806,0,0
66781,532360,545884,594540,3,201807,0,0
85107,532360,545884,459000,3,201808,0,0
12997,532360,545884,459000,3,201809,0,0
41301,532360,545884,459000,3,201810,0,0
44547,532360,545884,459000,3,201811,0,0
94712,532360,545884,459000,3,201812,0,0
7256,206765,981476,1108260,5,201801,0,0
76439,206765,981476,1108260,5,201802,0,0
6524,206765,981476,1108260,5,201803,0,0
8460,206765,981476,1108260,5,201804,0,0
89919,206765,981476,1108260,5,201805,0,0
6790,206765,981476,1346400,6,201806,0,1
43148,206765,981476,1443940,6,201807,0,0
62681,206765,981476,1443940,6,201808,0,0
29932,206765,981476,1443940,6,201809,0,0
13147,206765,981476,1443940,6,201810,0,0
61565,206765,981476,1250440,5,201811,0,-1
1432,206765,981476,1250440,5,201812,0,0
23805,93848,474469,1037880,4,201801,0,0
6232,93848,474469,1037880,4,201802,0,0
21362,93848,474469,1037880,4,201803,0,0
56103,93848,474469,1037880,4,201804,0,0
15231,93848,474469,1037880,4,201805,0,0
37484,93848,474469,1037880,4,201806,0,0
55935,93848,474469,1305700,4,201807,0,0
85798,93848,474469,1305700,4,201808,0,0
44822,93848,474469,606940,3,201809,0,-1
26221,93848,474469,606940,3,201810,0,0
73761,93848,474469,448200,3,201811,0,0
93851,93848,474469,448200,3,201812,0,0
7170,78226,3431354,707040,3,201801,0,0
24308,78226,3431354,707040,3,201802,0,0
47892,78226,3431354,707040,3,201803,0,0
23417,78226,3431354,707040,3,201804,0,0
16989,78226,3431354,1040040,4,201805,0,1
84104,78226,3431354,1040040,4,201806,0,0
19076,78226,3431354,1055600,4,201807,0,0
82670,78226,3431354,1055600,4,201808,0,0
9105,78226,3431354,895860,3,201809,0,-1
9565,78226,3431354,895860,3,201810,0,0
82170,78226,3431354,895860,3,201811,0,0
63336,78226,3431354,3411620,11,201812,0,8
63867,446208,1884307,4218540,14,201801,0,0
78168,446208,1884307,4218540,14,201802,0,0
14966,446208,1884307,4792180,16,201803,0,2
51657,446208,1884307,5070000,17,201804,0,1
86783,446208,1884307,5242800,18,201805,0,1
73685,446208,1884307,5242800,18,201806,0,0
72202,446208,1884307,5804460,18,201807,0,0
75081,446208,1884307,5383260,17,201808,0,-1
73943,446208,1884307,5000140,16,201809,0,-1
97652,446208,1884307,4922920,16,201810,0,0
65352,446208,1884307,4922920,16,201811,0,0
37011,446208,1884307,4534020,15,201812,0,-1
63864,75548,592722,710460,5,201801,0,0
20338,75548,592722,710460,5,201802,0,0
94143,75548,592722,588780,4,201803,0,-1
28394,75548,592722,588780,4,201804,0,0
42464,75548,592722,588780,4,201805,0,0
13622,75548,592722,730340,5,201806,0,1
60327,75548,592722,1066920,5,201807,0,0
36308,75548,592722,1066920,5,201808,0,0
46135,75548,592722,1215420,6,201809,0,1
85810,75548,592722,1368420,7,201810,0,1
78840,75548,592722,1368420,7,201811,0,0
56460,75548,592722,1368420,7,201812,0,0
45179,335122,59421232,2230460,8,201801,0,0
53170,335122,59421232,2230460,8,201802,0,0
87913,335122,59421232,2230460,8,201803,0,0
94977,335122,59421232,2230460,8,201804,0,0
97949,335122,59421232,2230460,8,201805,0,0
83230,335122,59421232,2230460,8,201806,0,0
83151,335122,59421232,2239280,7,201807,0,-1
39774,335122,59421232,2239280,7,201808,0,0
71293,335122,59421232,2239280,7,201809,0,0
66146,335122,59421232,2509280,8,201810,0,1
36919,335122,59421232,2509280,8,201811,0,0
90322,335122,59421232,2509280,8,201812,0,0
47458,180947,651769,1653640,9,201801,0,0
68020,180947,651769,1653640,9,201802,0,0
54025,180947,651769,1653640,9,201803,0,0
62481,180947,651769,1495960,8,201804,0,-1
69472,180947,651769,1495960,8,201805,0,0
17186,180947,651769,1495960,8,201806,0,0
75552,180947,651769,1518160,8,201807,0,0
29429,180947,651769,1518160,8,201808,0,0
544,180947,651769,1518160,8,201809,0,0
65634,180947,651769,1518160,8,201810,0,0
48371,180947,651769,1518160,8,201811,0,0
9732,180947,651769,1518160,8,201812,0,0
23840,274917,848850,1240720,5,201801,0,0
55518,274917,848850,1249280,5,201802,0,0
28630,274917,848850,1436740,6,201803,0,1
2022,274917,848850,1436740,6,201804,0,0
72658,274917,848850,1436740,6,201805,0,0
37516,274917,848850,1436740,6,201806,0,0
85993,274917,848850,1094280,5,201807,0,-1
4460,274917,848850,1094280,5,201808,0,0
67760,274917,848850,1445280,6,201809,0,1
38219,274917,848850,1445280,6,201810,0,0
64099,274917,848850,1445280,6,201811,0,0
7298,274917,848850,1445280,6,201812,0,0
45202,146762,5839126,6831680,28,201801,0,0
94943,146762,5839126,7065680,29,201802,0,1
31384,146762,5839126,6561680,27,201803,0,-2
31342,146762,5839126,6141380,25,201804,0,-2
71410,146762,5839126,5916380,24,201805,0,-1
56548,146762,5839126,6393380,26,201806,0,2
14314,146762,5839126,6196680,25,201807,0,-1
4259,146762,5839126,6196680,25,201808,0,0
54996,146762,5839126,5992200,24,201809,0,-1
43409,146762,5839126,5103180,20,201810,0,-4
4998,146762,5839126,4181780,16,201811,0,-4
65831,146762,5839126,4721780,18,201812,0,2
81978,427507,8439310,3963980,13,201801,0,0
59992,427507,8439310,3983960,13,201802,0,0
59488,427507,8439310,3983960,13,201803,0,0
37789,427507,8439310,3983960,13,201804,0,0
42666,427507,8439310,3983960,13,201805,0,0
14170,427507,8439310,3618020,12,201806,0,-1
59310,427507,8439310,3822600,12,201807,0,0
8292,427507,8439310,3822600,12,201808,0,0
18767,427507,8439310,4107540,13,201809,0,1
38383,427507,8439310,4107540,13,201810,0,0
65719,427507,8439310,4107540,13,201811,0,0
15737,427507,8439310,4499760,14,201812,0,1
47166,396881,1339857,2413160,10,201801,0,0
24834,396881,1339857,2362760,10,201802,0,0
91188,396881,1339857,2070260,9,201803,0,-1
69,396881,1339857,2688900,11,201804,0,2
95536,396881,1339857,2441400,10,201805,0,-1
64344,396881,1339857,2441400,10,201806,0,0
45943,396881,1339857,2247420,9,201807,0,-1
61589,396881,1339857,2076420,8,201808,0,-1
12554,396881,1339857,2076320,8,201809,0,0
98547,396881,1339857,2076320,8,201810,0,0
87925,396881,1339857,2076320,8,201811,0,0
60913,396881,1339857,2076320,8,201812,0,0
45891,420679,43651000,22676700,66,201801,0,0
66059,420679,43651000,22094400,64,201802,0,-2
43253,420679,43651000,21667180,63,201803,0,-1
31913,420679,43651000,21612740,64,201804,0,1
33648,420679,43651000,21612740,64,201805,0,0
8801,420679,43651000,21936740,66,201806,0,2
4771,420679,43651000,22869580,65,201807,0,-1
65560,420679,43651000,22712080,64,201808,0,-1
81918,420679,43651000,22712080,64,201809,0,0
34142,420679,43651000,22587880,64,201810,0,0
6258,420679,43651000,22812880,65,201811,0,1
84764,420679,43651000,22903340,65,201812,0,0
47146,211036,4926231,1213640,5,201801,0,0
28092,211036,4926231,930320,4,201802,0,-1
37904,211036,4926231,930320,4,201803,0,0
88782,211036,4926231,774260,3,201804,0,-1
84,211036,4926231,1123720,5,201805,0,2
95549,211036,4926231,952720,4,201806,0,-1
81944,211036,4926231,1133340,5,201807,0,1
89715,211036,4926231,954880,4,201808,0,-1
92658,211036,4926231,954880,4,201809,0,0
66989,211036,4926231,954880,4,201810,0,0
77912,211036,4926231,954880,4,201811,0,0
31956,211036,4926231,954880,4,201812,0,0
65000,381261,5671500,12576160,104,201801,0,0
1200,381261,5671500,12336400,102,201802,0,-2
6992,381261,5671500,12613920,105,201803,0,3
25973,381261,5671500,12306020,103,201804,0,-2
35381,381261,5671500,12159660,102,201805,0,-1
12836,381261,5671500,11857740,99,201806,0,-3
4955,381261,5671500,12194840,98,201807,0,-1
14034,381261,5671500,12494120,102,201808,0,4
57268,381261,5671500,12612900,103,201809,0,1
64426,381261,5671500,12448740,102,201810,0,-1
97793,381261,5671500,12653820,104,201811,0,2
43518,381261,5671500,12844780,106,201812,0,2
23672,34043,1057194,1139920,6,201801,0,0
74119,34043,1057194,1139920,6,201802,0,0
51528,34043,1057194,1594860,9,201803,0,3
16678,34043,1057194,1594860,9,201804,0,0
43466,34043,1057194,1594860,9,201805,0,0
87995,34043,1057194,1729860,10,201806,0,1
33022,34043,1057194,2049520,12,201807,0,2
94886,34043,1057194,1998860,12,201808,0,0
15402,34043,1057194,1998860,12,201809,0,0
53530,34043,1057194,1998860,12,201810,0,0
39583,34043,1057194,1998860,12,201811,0,0
14421,34043,1057194,1998860,12,201812,0,0
23708,15036,7880082,3939780,16,201801,0,0
97354,15036,7880082,4083420,16,201802,0,0
72587,15036,7880082,4264400,16,201803,0,0
44236,15036,7880082,3929880,15,201804,0,-1
72281,15036,7880082,4162340,16,201805,0,1
56241,15036,7880082,4624860,17,201806,0,1
21850,15036,7880082,4820700,18,201807,0,1
18644,15036,7880082,4419680,17,201808,0,-1
72961,15036,7880082,4197840,16,201809,0,-1
47736,15036,7880082,4197840,16,201810,0,0
34269,15036,7880082,4080300,15,201811,0,-1
7501,15036,7880082,3819300,14,201812,0,-1
95324,124461,1953696,1318580,6,201801,0,0
89563,124461,1953696,1318580,6,201802,0,0
71929,124461,1953696,1318580,6,201803,0,0
61228,124461,1953696,1318580,6,201804,0,0
81451,124461,1953696,1318580,6,201805,0,0
4360,124461,1953696,1318580,6,201806,0,0
17862,124461,1953696,1319660,6,201807,0,0
72340,124461,1953696,1634660,8,201808,0,2
40719,124461,1953696,1457180,7,201809,0,-1
47615,124461,1953696,1457180,7,201810,0,0
87515,124461,1953696,1457180,7,201811,0,0
61056,124461,1953696,1457180,7,201812,0,0
95325,313179,2505515,2006800,12,201801,0,0
89546,313179,2505515,2470300,14,201802,0,2
5624,313179,2505515,2290300,13,201803,0,-1
90299,313179,2505515,2335300,13,201804,0,0
39789,313179,2505515,2335300,13,201805,0,0
9932,313179,2505515,2461300,13,201806,0,0
80194,313179,2505515,2396020,13,201807,0,0
89180,313179,2505515,2537580,14,201808,0,1
92954,313179,2505515,2537580,14,201809,0,0
64844,313179,2505515,2814480,16,201810,0,2
71199,313179,2505515,3176920,17,201811,0,1
12930,313179,2505515,3176920,17,201812,0,0
45971,314168,1748216,2146300,10,201801,0,0
12204,314168,1748216,1948300,9,201802,0,-1
93197,314168,1748216,2101300,10,201803,0,1
49849,314168,1748216,2101300,10,201804,0,0
11175,314168,1748216,2245300,11,201805,0,1
55206,314168,1748216,2668300,13,201806,0,2
89882,314168,1748216,3064740,14,201807,0,1
31527,314168,1748216,3064740,14,201808,0,0
76940,314168,1748216,3064740,14,201809,0,0
68363,314168,1748216,3064740,14,201810,0,0
87265,314168,1748216,3064740,14,201811,0,0
36705,314168,1748216,3064740,14,201812,0,0
45784,438848,1010496,567000,3,201801,0,0
29263,438848,1010496,567000,3,201802,0,0
17199,438848,1010496,567000,3,201803,0,0
14933,438848,1010496,567000,3,201804,0,0
29184,438848,1010496,567000,3,201805,0,0
74519,438848,1010496,567000,3,201806,0,0
51897,438848,1010496,638080,3,201807,0,0
59344,438848,1010496,638080,3,201808,0,0
70786,438848,1010496,638080,3,201809,0,0
68799,438848,1010496,638080,3,201810,0,0
41014,438848,1010496,638080,3,201811,0,0
84507,438848,1010496,638080,3,201812,0,0
94651,24561,885731,2433340,12,201801,0,0
42315,24561,885731,2247320,11,201802,0,-1
2143,24561,885731,2247320,11,201803,0,0
15046,24561,885731,2078580,10,201804,0,-1
47141,24561,885731,2231220,11,201805,0,1
79485,24561,885731,2231220,11,201806,0,0
80211,24561,885731,2265240,11,201807,0,0
75584,24561,885731,2112600,10,201808,0,-1
85984,24561,885731,2376740,11,201809,0,1
93548,24561,885731,2376740,11,201810,0,0
32250,24561,885731,2376740,11,201811,0,0
5661,24561,885731,2376740,11,201812,0,0
65287,247530,12042089,2840980,12,201801,0,0
89459,247530,12042089,2840980,12,201802,0,0
89471,247530,12042089,2840980,12,201803,0,0
32221,247530,12042089,2840980,12,201804,0,0
3303,247530,12042089,2380740,10,201805,0,-2
70316,247530,12042089,2151240,9,201806,0,-1
27560,247530,12042089,2188120,10,201807,0,1
39359,247530,12042089,2188120,10,201808,0,0
45785,247530,12042089,2339240,10,201809,0,0
29817,247530,12042089,2339240,10,201810,0,0
24641,247530,12042089,2339240,10,201811,0,0
60575,247530,12042089,2078160,9,201812,0,-1
94588,307780,6794796,2839940,18,201801,0,0
16660,307780,6794796,2562300,16,201802,0,-2
51378,307780,6794796,2562300,16,201803,0,0
7113,307780,6794796,2562300,16,201804,0,0
7536,307780,6794796,2835260,17,201805,0,1
91701,307780,6794796,2877300,18,201806,0,1
92149,307780,6794796,3538280,18,201807,0,0
4148,307780,6794796,3678560,19,201808,0,1
38145,307780,6794796,3678560,19,201809,0,0
65899,307780,6794796,3998060,20,201810,0,1
78732,307780,6794796,4384420,21,201811,0,1
17092,307780,6794796,4223960,20,201812,0,-1
45610,511424,2496510,5974400,27,201801,0,0
97485,511424,2496510,6177140,29,201802,0,2
48908,511424,2496510,5947540,28,201803,0,-1
76469,511424,2496510,5743960,27,201804,0,-1
69733,511424,2496510,6033580,28,201805,0,1
391,511424,2496510,5758720,27,201806,0,-1
230,511424,2496510,5825560,26,201807,0,-1
13140,511424,2496510,5657540,25,201808,0,-1
95997,511424,2496510,5827640,26,201809,0,1
88255,511424,2496510,5546300,24,201810,0,-2
89992,511424,2496510,5561880,24,201811,0,0
2626,511424,2496510,5522280,23,201812,0,-1
94591,367933,1540709,926100,4,201801,0,0
52825,367933,1540709,926100,4,201802,0,0
88577,367933,1540709,926100,4,201803,0,0
68406,367933,1540709,926100,4,201804,0,0
2603,367933,1540709,926100,4,201805,0,0
17190,367933,1540709,926100,4,201806,0,0
61073,367933,1540709,1043080,4,201807,0,0
26582,367933,1540709,1146040,5,201808,0,1
71047,367933,1540709,1146040,5,201809,0,0
80091,367933,1540709,1146040,5,201810,0,0
16182,367933,1540709,1146040,5,201811,0,0
64820,367933,1540709,1146040,5,201812,0,0
94612,110977,160536,820260,3,201801,0,0
42408,110977,160536,820260,3,201802,0,0
73951,110977,160536,820260,3,201803,0,0
31482,110977,160536,820260,3,201804,0,0
80325,110977,160536,820260,3,201805,0,0
79646,110977,160536,820260,3,201806,0,0
16433,110977,160536,875320,3,201807,0,0
46935,110977,160536,875320,3,201808,0,0
19064,110977,160536,875320,3,201809,0,0
5206,110977,160536,875320,3,201810,0,0
20428,110977,160536,875320,3,201811,0,0
33455,110977,160536,875320,3,201812,0,0
65187,839180,972595,586600,6,201801,0,0
92277,839180,972595,739600,7,201802,0,1
34346,839180,972595,739600,7,201803,0,0
56019,839180,972595,739600,7,201804,0,0
49906,839180,972595,739600,7,201805,0,0
64015,839180,972595,882060,8,201806,0,1
71994,839180,972595,1067180,8,201807,0,0
91064,839180,972595,1067180,8,201808,0,0
97182,839180,972595,1067180,8,201809,0,0
9970,839180,972595,1067180,8,201810,0,0
67581,839180,972595,1067180,8,201811,0,0
14743,839180,972595,1067180,8,201812,0,0
94609,145648,5662301,5740720,20,201801,0,0
69746,145648,5662301,5733160,20,201802,0,0
18291,145648,5662301,5733160,20,201803,0,0
83976,145648,5662301,5965800,21,201804,0,1
21445,145648,5662301,7008680,30,201805,0,9
93510,145648,5662301,7211360,31,201806,0,1
88274,145648,5662301,7537260,31,201807,0,0
16186,145648,5662301,7528180,30,201808,0,-1
4237,145648,5662301,7591900,30,201809,0,0
14995,145648,5662301,8059340,33,201810,0,3
79734,145648,5662301,7956020,32,201811,0,-1
57152,145648,5662301,8203520,33,201812,0,1
65247,193890,1930670,1354760,7,201801,0,0
83508,193890,1930670,1354760,7,201802,0,0
8496,193890,1930670,1354760,7,201803,0,0
44473,193890,1930670,1354760,7,201804,0,0
4729,193890,1930670,1354760,7,201805,0,0
31161,193890,1930670,1354760,7,201806,0,0
54579,193890,1930670,1545540,7,201807,0,0
46358,193890,1930670,896940,4,201808,0,-3
77661,193890,1930670,896940,4,201809,0,0
2866,193890,1930670,920700,4,201810,0,0
19660,193890,1930670,920700,4,201811,0,0
59884,193890,1930670,920700,4,201812,0,0
94619,382061,3223702,7198060,59,201801,0,0
69425,382061,3223702,7112560,58,201802,0,-1
54956,382061,3223702,6707660,54,201803,0,-4
31283,382061,3223702,6780020,55,201804,0,1
58473,382061,3223702,6811520,55,201805,0,0
83759,382061,3223702,6604520,53,201806,0,-2
35352,382061,3223702,6987740,56,201807,0,3
7920,382061,3223702,6880640,55,201808,0,-1
76812,382061,3223702,6773200,54,201809,0,-1
86268,382061,3223702,6907040,55,201810,0,1
99259,382061,3223702,6609340,52,201811,0,-3
77538,382061,3223702,6611420,52,201812,0,0
45679,250271,5191905,1876200,8,201801,0,0
572,250271,5191905,1736080,7,201802,0,-1
25804,250271,5191905,1736080,7,201803,0,0
29269,250271,5191905,1736080,7,201804,0,0
72633,250271,5191905,1736080,7,201805,0,0
76170,250271,5191905,1736080,7,201806,0,0
15463,250271,5191905,1778260,7,201807,0,0
4463,250271,5191905,1778260,7,201808,0,0
99145,250271,5191905,1778260,7,201809,0,0
9240,250271,5191905,1778260,7,201810,0,0
66759,250271,5191905,1778260,7,201811,0,0
98870,250271,5191905,1778260,7,201812,0,0
5265,446220,845891,3695340,15,201801,0,0
79433,446220,845891,3865440,16,201802,0,1
98297,446220,845891,3986300,16,201803,0,0
85687,446220,845891,4441600,18,201804,0,2
98660,446220,845891,4441600,18,201805,0,0
6088,446220,845891,4441600,18,201806,0,0
8094,446220,845891,4658980,19,201807,0,1
11396,446220,845891,4460080,18,201808,0,-1
4860,446220,845891,3689780,16,201809,0,-2
34540,446220,845891,3716520,16,201810,0,0
78714,446220,845891,3716520,16,201811,0,0
1346,446220,845891,3819120,16,201812,0,0
95911,50383,444335,499500,4,201801,0,0
61612,50383,444335,621900,5,201802,0,1
11644,50383,444335,763460,6,201803,0,1
47472,50383,444335,838700,5,201804,0,-1
31686,50383,444335,838700,5,201805,0,0
50415,50383,444335,838700,5,201806,0,0
12513,50383,444335,1080420,6,201807,0,1
72302,50383,444335,1080420,6,201808,0,0
54658,50383,444335,1080420,6,201809,0,0
81363,50383,444335,1080420,6,201810,0,0
84227,50383,444335,1080420,6,201811,0,0
26354,50383,444335,1080420,6,201812,0,0
41087,149379,8863809,5277180,25,201801,0,0
6944,149379,8863809,5436480,24,201802,0,-1
78029,149379,8863809,5436480,24,201803,0,0
85907,149379,8863809,5436480,24,201804,0,0
62198,149379,8863809,5073520,22,201805,0,-2
58888,149379,8863809,5523520,24,201806,0,2
12507,149379,8863809,5922300,24,201807,0,0
90665,149379,8863809,6049200,24,201808,0,0
59064,149379,8863809,5888380,23,201809,0,-1
97083,149379,8863809,5737180,23,201810,0,0
74827,149379,8863809,5595980,22,201811,0,-1
15274,149379,8863809,5753480,23,201812,0,1
4573,307718,1886132,4296380,15,201801,0,0
30264,307718,1886132,4296380,15,201802,0,0
58443,307718,1886132,4296380,15,201803,0,0
68705,307718,1886132,4296380,15,201804,0,0
5789,307718,1886132,4296380,15,201805,0,0
40881,307718,1886132,4012700,14,201806,0,-1
58251,307718,1886132,4130140,14,201807,0,0
36527,307718,1886132,3786880,13,201808,0,-1
83197,307718,1886132,3786880,13,201809,0,0
82127,307718,1886132,3550640,12,201810,0,-1
45892,307718,1886132,3550640,12,201811,0,0
21695,307718,1886132,3578460,12,201812,0,0
41093,329065,1891904,1145500,6,201801,0,0
67553,329065,1891904,1145500,6,201802,0,0
87690,329065,1891904,1145500,6,201803,0,0
87310,329065,1891904,1145500,6,201804,0,0
1361,329065,1891904,1847500,9,201805,0,3
44160,329065,1891904,1784500,9,201806,0,0
89126,329065,1891904,1839580,9,201807,0,0
24405,329065,1891904,1515580,8,201808,0,-1
5073,329065,1891904,1758580,9,201809,0,1
15338,329065,1891904,1758580,9,201810,0,0
18923,329065,1891904,1758580,9,201811,0,0
71507,329065,1891904,1758580,9,201812,0,0
96422,41161,1718593,1450840,7,201801,0,0
3210,41161,1718593,1494940,7,201802,0,0
37570,41161,1718593,1494940,7,201803,0,0
53559,41161,1718593,1494940,7,201804,0,0
56598,41161,1718593,1522400,7,201805,0,0
87030,41161,1718593,1522400,7,201806,0,0
71787,41161,1718593,1583360,7,201807,0,0
21486,41161,1718593,1583360,7,201808,0,0
2683,41161,1718593,1583360,7,201809,0,0
56204,41161,1718593,1583360,7,201810,0,0
3756,41161,1718593,1583360,7,201811,0,0
80055,41161,1718593,1583360,7,201812,0,0
41109,375289,2534222,540700,3,201801,0,0
32860,375289,2534222,540700,3,201802,0,0
8780,375289,2534222,540700,3,201803,0,0
34225,375289,2534222,540700,3,201804,0,0
15643,375289,2534222,540700,3,201805,0,0
9020,375289,2534222,540700,3,201806,0,0
78004,375289,2534222,655180,3,201807,0,0
14997,375289,2534222,655180,3,201808,0,0
79680,375289,2534222,655180,3,201809,0,0
70639,375289,2534222,655180,3,201810,0,0
20421,375289,2534222,655180,3,201811,0,0
47039,375289,2534222,655180,3,201812,0,0
92390,306502,27624479,3296580,12,201801,0,0
63908,306502,27624479,3488540,13,201802,0,1
128,306502,27624479,3331040,12,201803,0,-1
5665,306502,27624479,3331040,12,201804,0,0
97483,306502,27624479,3488540,13,201805,0,1
47775,306502,27624479,3331040,12,201806,0,-1
90001,306502,27624479,4756320,15,201807,0,3
2997,306502,27624479,4756320,15,201808,0,0
